City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
613,Katsuura,JP,35.1333,140.3,80.11,93,16,8.43,few clouds
614,Orange Cove,US,36.6244,-119.3137,98.62,31,1,8.05,clear sky
615,Ikornnes,NO,62.3873,6.557,56.16,88,92,1.01,overcast clouds
616,Chambarak,AM,40.5966,45.355,60.64,70,61,6.33,broken clouds
617,Kabompo,ZM,-13.5927,24.2008,58.78,40,3,5.12,clear sky
618,Tuatapere,NZ,-46.1333,167.6833,43.07,91,86,1.81,overcast clouds
619,Hastings,GB,50.8552,0.5729,86.38,81,0,3.65,clear sky
620,Fort Dodge,US,42.4975,-94.168,82.45,60,64,3.94,broken clouds
621,Vylkove,UA,45.4021,29.586,77.63,67,0,1.92,clear sky
622,Dano,BF,11.15,-3.0667,85.32,55,100,3.91,overcast clouds
623,Kibala,TD,9.1104,18.3463,75.15,88,20,0.0,light rain
624,Kovur,IN,14.4833,79.9833,82.17,67,100,11.68,light rain
625,San Andres,CO,12.5847,-81.7006,87.82,66,75,13.8,broken clouds
626,Livingstone,ZM,-17.8419,25.8543,56.8,44,0,3.76,clear sky
627,Marathon,US,44.9,-89.7668,81.25,57,1,0.0,clear sky
628,Tabas,IR,33.5959,56.9244,94.37,21,39,4.99,scattered clouds
629,Abu Samrah,SY,35.3029,37.1841,88.65,33,0,9.8,clear sky
630,Carai,BR,-17.1889,-41.6947,82.6,29,1,6.82,clear sky
631,Rudnogorsk,RU,57.2639,103.7519,51.98,83,2,1.19,clear sky
632,Henties Bay,NA,-22.116,14.2845,70.41,45,0,10.58,clear sky
633,Bichena,ET,10.45,38.2,54.75,80,95,3.49,overcast clouds
634,Beihai,CN,21.4833,109.1,83.91,80,100,7.87,light rain
635,Seoul,KR,37.5683,126.9778,78.4,83,0,1.14,clear sky
636,Dakar,SN,14.6937,-17.4441,86.88,74,0,9.22,clear sky
637,Fiumicino,IT,41.7675,12.2291,80.17,65,0,5.75,clear sky
638,Camacha,PT,33.0833,-16.3333,70.56,68,40,9.22,scattered clouds
639,Bilibino,RU,68.0546,166.4372,45.52,69,100,3.29,overcast clouds
640,Piracuruca,BR,-3.9281,-41.7092,87.24,48,95,7.31,overcast clouds
641,Sept-Iles,CA,50.2001,-66.3821,73.4,58,20,4.0,few clouds
642,Ajdabiya,LY,30.7554,20.2263,78.58,65,0,10.87,clear sky
643,Atikokan,CA,48.7555,-91.6216,92.53,22,49,4.9,scattered clouds
644,Paamiut,GL,61.994,-49.6678,43.34,96,74,29.86,broken clouds
645,Segou,ML,13.4317,-6.2157,92.1,40,70,9.91,broken clouds
646,Caninde,BR,-4.3589,-39.3117,92.95,34,91,5.79,overcast clouds
647,Bajna,IN,27.9,77.6833,81.72,82,100,9.4,overcast clouds
648,Kysyl-Syr,RU,63.8986,122.7617,59.77,51,66,5.95,broken clouds
649,Talovaya,RU,51.1144,40.73,74.14,65,0,6.91,clear sky
650,Shestakovo,RU,56.4915,103.96,54.05,81,10,0.89,clear sky
651,Kegums,LV,56.7451,24.7244,71.1,84,0,6.33,clear sky
652,Bairiki,KI,1.3292,172.9752,83.28,71,81,15.61,broken clouds
653,Chauk,MM,20.8833,94.8167,82.74,76,100,13.98,overcast clouds
654,Puerto Baquerizo Moreno,EC,-0.9,-89.6,71.71,85,68,14.12,broken clouds
655,Acapulco,MX,16.8634,-99.8901,86.36,69,3,6.64,clear sky
656,Vao,NC,-22.6667,167.4833,69.62,68,100,13.91,overcast clouds
657,Calvinia,ZA,-31.4707,19.776,55.4,32,0,7.83,clear sky
658,Tsaratanana,MG,-16.7833,47.65,66.42,76,0,8.88,clear sky
659,Vanimo,PG,-2.6741,141.3028,76.5,89,100,2.84,overcast clouds
660,Bonthe,SL,7.5264,-12.505,77.65,88,100,7.02,light rain
661,Bahia Honda,CU,22.9036,-83.1592,88.11,60,10,12.3,clear sky
662,Noumea,NC,-22.2763,166.4572,67.98,76,100,5.46,overcast clouds
663,Mpika,ZM,-11.8343,31.4529,52.52,60,63,3.04,broken clouds
664,Andros Town,BS,24.7,-77.7667,85.24,65,0,16.55,clear sky
665,Tambacounda,SN,13.7539,-13.7586,74.37,89,100,23.22,overcast clouds
666,Kismayo,SO,-0.3582,42.5454,76.73,80,29,19.48,scattered clouds
667,Yola,NG,9.2,12.4833,74.28,86,100,2.86,light rain
668,Ketchikan,US,55.3422,-131.6461,61.5,70,100,3.62,light rain
669,Dorchester,US,33.1002,-80.3831,87.98,70,75,13.8,broken clouds
670,Ariquemes,BR,-9.9133,-63.0408,98.08,23,0,6.55,clear sky
671,Mayo,US,38.8876,-76.5119,85.39,63,94,13.0,overcast clouds
672,San Jose,US,37.3394,-121.895,94.51,45,1,10.36,clear sky
673,Rosetta,EG,31.4044,30.4164,79.11,76,0,10.96,clear sky
674,Ginir,ET,7.1333,40.7,60.15,76,90,6.08,overcast clouds
675,Vestmanna,FO,62.1564,-7.1664,50.92,87,90,6.91,overcast clouds
676,Yarmouth,US,41.7057,-70.2286,84.25,86,90,8.99,overcast clouds
677,Payyannur,IN,12.1,75.2,76.48,91,100,5.97,moderate rain
678,Blythe,US,33.6103,-114.5964,105.03,24,100,10.89,overcast clouds
679,Susaki,JP,33.3667,133.2833,75.4,91,95,5.88,overcast clouds
680,Sibolga,ID,1.7427,98.7792,75.06,81,43,3.27,scattered clouds
681,Hameenlinna,FI,60.996,24.4643,64.02,55,0,9.98,clear sky
682,Ballina,AU,-28.8667,153.5667,48.78,80,62,6.44,broken clouds
683,Daru,PG,-9.0763,143.2092,77.59,88,100,17.78,overcast clouds
684,Kyzyl,RU,51.7,94.45,61.45,52,4,4.5,clear sky
685,Sorong,ID,-0.8833,131.25,75.56,90,100,4.56,moderate rain
686,Smirnykh,RU,49.75,142.8333,61.5,71,0,4.29,clear sky
687,Centerville,US,39.6284,-84.1594,82.65,60,1,3.0,clear sky
688,Banda Aceh,ID,5.5577,95.3222,78.73,77,99,12.86,overcast clouds
689,Bucerias,MX,20.75,-105.3333,88.99,72,85,5.14,overcast clouds
690,Kodinsk,RU,58.6881,99.1844,54.12,91,6,3.87,clear sky
691,Kupang,ID,-10.1667,123.5833,74.28,81,89,9.08,overcast clouds
692,Praya,CV,14.9215,-23.5087,77.38,80,37,7.61,scattered clouds
693,Naryan-Mar,RU,67.6713,53.087,59.0,68,100,5.99,overcast clouds
694,Okha,RU,53.5739,142.9478,58.01,75,8,12.93,clear sky
695,La Ronge,CA,55.1001,-105.2842,55.62,88,90,6.91,smoke
696,Lingao,CN,19.9103,109.6859,81.23,80,100,4.45,overcast clouds
697,Ikeda,JP,34.8221,135.4298,78.69,99,41,3.29,scattered clouds
698,Caravelas,BR,-17.7125,-39.2481,76.89,63,0,8.5,clear sky
699,Puerto Carreno,CO,6.189,-67.4859,84.15,66,13,7.81,few clouds
700,Union,US,40.6334,-74.2663,86.22,64,75,10.36,broken clouds
701,Sandwick,GB,60.0,-1.25,53.42,82,75,4.61,broken clouds
702,Lata,PT,40.1629,-8.3327,66.34,68,0,6.93,clear sky
703,Pangody,RU,65.85,74.4859,52.61,62,7,7.11,clear sky
704,Chernyshevskiy,RU,63.0128,112.4714,57.25,78,100,8.68,overcast clouds
705,Copiapo,CL,-27.3667,-70.3333,73.62,28,100,3.47,overcast clouds
706,Nouadhibou,MR,20.931,-17.0347,68.11,95,28,16.11,scattered clouds
